1 Denis Tyler denis_tyler@biz.com 1 1 4600.98 4278.911,Denis
2 Clarissa Parker clarissa_parker@biz.com 1 1 3097.50 2880.675,Denis
3 Harmony Rycroft harmony_rycroft@biz.com 1 1 4586.42 4265.371,Denis
4 Alan Patel alan_patel@biz.com 1 1 4606.19 4283.757,Denis
5 Domenic Eaton domenic_eaton@biz.com 1 1 4870.00 4529.100,Denis
6 Boris Wallace boris_wallace@biz.com 1 2 3015.88 2804.768,Clarissa
7 Maria Alexander maria_alexander@biz.com 1 2 4500.41 4185.381,Clarissa
8 Kurt Wright kurt_wright@biz.com 1 2 3827.35 3559.436,Clarissa
9 Dani James dani_james@biz.com 1 3 4875.81 4534.503,Harmony
10 Caitlyn Allen caitlyn_allen@biz.com 1 3 4753.90 4421.127,Harmony
11 Erick Uttley erick_uttley@biz.com 1 3 3424.11 3184.422,Harmony
12 Carmen Zaoui carmen_zaoui@biz.com 1 3 3807.26 3540.752,Harmony
13 Bernadette Dickson bernadette_dickson@biz.com 1 4 4097.25 3810.442,Alan
14 Clint Cork clint_cork@biz.com 1 4 4670.69 4343.742,Alan
15 Stella Rossi stella_rossi@biz.com 1 4 4523.48 4206.836,Alan
16 Angela Thornton angela_thornton@biz.com 1 4 3720.20 3459.786,Alan
17 Cameron Pickard cameron_pickard@biz.com 1 5 4123.55 3834.901,Domenic
18 Enoch Umney enoch_umney@biz.com 1 5 4474.98 4161.731,Domenic
19 Bryon Plant bryon_plant@biz.com 1 5 4133.06 3843.746,Domenic
20 Charlize Horton charlize_horton@biz.com 1 5 3710.10 3450.393,Domenic
21 Doug Kelly doug_kelly@biz.com 1 5 3035.54 2823.052,Domenic
22 Elijah Eyres elijah_eyres@biz.com 1 5 4113.81 3825.843,Domenic
23 Cassandra Connell cassandra_connell@biz.com 1 6 4092.48 3806.006,Boris
24 Deborah Nurton deborah_nurton@biz.com 1 6 3408.55 3169.952,Boris
25 Teagan Roberts teagan_roberts@biz.com 1 6 4071.58 3786.569,Boris
26 Boris Spencer boris_spencer@biz.com 1 7 4198.51 3904.614,Maria
27 Sabrina Robinson sabrina_robinson@biz.com 1 7 4375.77 4069.466,Maria
28 Jacob Driscoll jacob_driscoll@biz.com 1 7 4776.52 4442.164,Maria
29 Josh Downing josh_downing@biz.com 1 7 3143.59 2923.539,Maria
30 Manuel Griffiths manuel_griffiths@biz.com 1 8 3724.32 3463.618,Kurt
31 Maddison Silva maddison_silva@biz.com 1 8 3600.22 3348.205,Kurt
32 Camellia Watson camellia_watson@biz.com 1 8 3883.78 3611.916,Kurt
33 Bob Booth bob_booth@biz.com 1 9 4733.93 4402.555,Dani
34 George Cassidy george_cassidy@biz.com 1 9 4318.48 4016.186,Dani
35 Hayden Collins hayden_collins@biz.com 1 9 3576.29 3325.950,Dani
36 Phillip Curtis phillip_curtis@biz.com 1 9 4113.16 3825.239,Dani
37 Barney Preston barney_preston@biz.com 1 10 3538.04 3290.377,Caitlyn
38 Hayden Bishop hayden_bishop@biz.com 1 10 3636.29 3381.750,Caitlyn
39 Abbey Goodman abbey_goodman@biz.com 1 10 4590.87 4269.509,Caitlyn
40 Caydence Mould caydence_mould@biz.com 1 10 4899.99 4556.991,Caitlyn
41 Josh Seymour josh_seymour@biz.com 1 11 3785.81 3520.803,Erick
42 Penelope York penelope_york@biz.com 1 11 3212.83 2987.932,Erick
43 Chester Carter chester_carter@biz.com 1 12 3148.36 2927.975,Carmen
44 Rose Abbey rose_abbey@biz.com 1 12 3570.42 3320.490,Carmen
45 Andrea Harvey andrea_harvey@biz.com 1 12 3707.08 3447.584,Carmen
46 Alice Hastings alice_hastings@biz.com 1 13 4120.16 3831.749,Bernadette
47 Emerald Boyle emerald_boyle@biz.com 1 13 4322.54 4019.962,Bernadette
48 Anthony Andersson anthony_andersson@biz.com 1 13 4003.35 3723.116,Bernadette
49 Nick Lomax nick_lomax@biz.com 1 13 4546.43 4228.180,Bernadette
50 Boris Doherty boris_doherty@biz.com 1 14 3496.68 3251.912,Clint
51 David Bowen david_bowen@biz.com 1 14 4696.24 4367.503,Clint
52 Sabrina Morris sabrina_morris@biz.com 1 14 4796.44 4460.689,Clint
53 Rhea Dempsey rhea_dempsey@biz.com 1 14 3124.09 2905.404,Clint
54 Katelyn White katelyn_white@biz.com 1 14 3098.01 2881.149,Clint
55 Leilani Reese leilani_reese@biz.com 1 15 4527.50 4210.575,Stella
56 Roger Wild roger_wild@biz.com 1 20 3371.62 3135.607,Charlize
57 Ryan Grant ryan_grant@biz.com 1 20 3653.64 3397.885,Charlize
58 Kate Waterson kate_waterson@biz.com 1 20 4608.18 4285.607,Charlize
59 Lynn Martin lynn_martin@biz.com 1 21 4780.04 4445.437,Doug
60 Benjamin Dowson benjamin_dowson@biz.com 1 21 3265.83 3037.222,Doug
61 Domenic Yoman domenic_yoman@biz.com 1 21 4301.94 4000.804,Doug
62 Jacob Carter jacob_carter@biz.com 1 22 4907.57 4564.040,Elijah
63 Javier Holmes javier_holmes@biz.com 1 22 4398.21 4090.335,Elijah
64 Henry Roscoe henry_roscoe@biz.com 1 22 4219.06 3923.726,Elijah
65 Chadwick Bennett chadwick_bennett@biz.com 1 24 4920.87 4576.409,Deborah
66 Liam Knight liam_knight@biz.com 1 24 3399.14 3161.200,Deborah
67 Ramon Ellison ramon_ellison@biz.com 1 24 3951.99 3675.351,Deborah
68 Alan Wilde alan_wilde@biz.com 1 26 4330.35 4027.226,Boris
69 Rosie Hunt rosie_hunt@biz.com 1 26 3299.11 3068.172,Boris
70 Percy Sherwood percy_sherwood@biz.com 1 26 4443.43 4132.390,Boris
71 Jackeline Tobin jackeline_tobin@biz.com 1 26 4020.53 3739.093,Boris
72 Celina Campbell celina_campbell@biz.com 1 27 4305.73 4004.329,Sabrina
73 Mason Quinn mason_quinn@biz.com 1 27 3449.42 3207.960,Sabrina
74 Danny Vallory danny_vallory@biz.com 1 27 3115.70 2897.601,Sabrina
75 Lucas Skinner lucas_skinner@biz.com 1 30 4652.01 4326.369,Manuel
76 Tyler Rehman tyler_rehman@biz.com 1 30 4573.09 4252.974,Manuel
77 Daphne Mullins daphne_mullins@biz.com 1 30 4035.77 3753.266,Manuel
78 Selena Patel selena_patel@biz.com 1 31 3644.31 3389.208,Maddison
79 Charlize Whitmore charlize_whitmore@biz.com 1 31 3436.35 3195.806,Maddison
80 Brad Nurton brad_nurton@biz.com 1 34 4294.59 3993.969,George
81 Francesca Driscoll francesca_driscoll@biz.com 1 34 4222.31 3926.748,George
82 Rick Roth rick_roth@biz.com 1 34 4901.74 4558.618,George
83 Luke Walker luke_walker@biz.com 1 34 4794.92 4459.275,George
84 Russel Middleton russel_middleton@biz.com 1 35 3911.54 3637.732,Hayden
85 Michelle Mcgee michelle_mcgee@biz.com 1 35 4133.62 3844.267,Hayden
86 Margaret Hunter margaret_hunter@biz.com 1 36 3518.83 3272.512,Phillip
87 Matt Woods matt_woods@biz.com 1 36 4809.78 4473.095,Phillip
88 Ellen Becker ellen_becker@biz.com 1 36 3458.26 3216.182,Phillip
89 Julius Robe julius_robe@biz.com 1 36 4836.35 4497.806,Phillip
90 Jazmin Porter jazmin_porter@biz.com 1 37 3252.58 3024.899,Barney
91 Eduardo Dwyer eduardo_dwyer@biz.com 1 37 4115.21 3827.145,Barney
92 Ivette Webster ivette_webster@biz.com 1 39 3758.62 3495.517,Abbey
93 Noah James noah_james@biz.com 1 39 3110.78 2893.025,Abbey
94 Rosalee Cunningham rosalee_cunningham@biz.com 1 40 4487.67 4173.533,Caydence
95 Dasha Matthews dasha_matthews@biz.com 1 40 4212.84 3917.941,Caydence
96 Michelle Asher michelle_asher@biz.com 1 40 4554.18 4235.388,Caydence
97 Jacob Gray jacob_gray@biz.com 1 45 3157.28 2936.271,Andrea
98 Cedrick Redden cedrick_redden@biz.com 1 45 3537.64 3290.005,Andrea
99 Noah Thompson noah_thompson@biz.com 1 45 3887.14 3615.040,Andrea
100 Tony Dillon tony_dillon@biz.com 1 45 2931.07 2725.895,Andrea
101 Denny Dubois denny_dubois@biz.com 1 50 3920.37 3645.944,Boris
102 Stacy Cassidy stacy_cassidy@biz.com 1 51 3349.03 3114.598,David
103 Julianna Warren julianna_warren@biz.com 1 51 4574.41 4254.202,David
104 Caleb Wild caleb_wild@biz.com 1 51 3696.11 3437.382,David
105 Rosie Bishop rosie_bishop@biz.com 1 51 4132.53 3843.253,David
106 Benjamin Rosenbloom benjamin_rosenbloom@biz.com 1 52 3806.01 3539.589,Sabrina
107 Bart Butler bart_butler@biz.com 1 52 4101.87 3814.739,Sabrina
108 Harry Nurton harry_nurton@biz.com 1 52 2894.57 2691.950,Sabrina
109 Lindsay Welsch lindsay_welsch@biz.com 1 53 4005.36 3724.985,Rhea
110 Ronald Everett ronald_everett@biz.com 1 53 3259.40 3031.242,Rhea
111 Alessandra Scott alessandra_scott@biz.com 1 53 4299.61 3998.637,Rhea
112 Alma Griffiths alma_griffiths@biz.com 1 53 3087.94 2871.784,Rhea
113 Jenna Powell jenna_powell@biz.com 1 54 4846.85 4507.571,Katelyn
114 John Furnell john_furnell@biz.com 1 54 3346.76 3112.487,Katelyn
115 Jamie Parker jamie_parker@biz.com 1 54 3105.60 2888.208,Katelyn
116 Anthony Scott anthony_scott@biz.com 1 54 3775.42 3511.141,Katelyn
117 Lucas Wilkinson lucas_wilkinson@biz.com 1 55 3144.96 2924.813,Leilani
118 Havana Watson havana_watson@biz.com 1 55 4804.69 4468.362,Leilani
119 Percy Hilton percy_hilton@biz.com 1 55 3437.09 3196.494,Leilani
120 Wade Booth wade_booth@biz.com 1 55 3219.61 2994.237,Leilani
121 Clarissa Gray clarissa_gray@biz.com 1 55 3774.54 3510.322,Leilani
122 Catherine Collins catherine_collins@biz.com 1 55 3597.04 3345.247,Leilani
123 Enoch Mitchell enoch_mitchell@biz.com 1 56 3213.65 2988.694,Roger
124 Abdul Heaton abdul_heaton@biz.com 1 56 3231.27 3005.081,Roger
125 Peyton Russel peyton_russel@biz.com 1 56 4298.92 3997.996,Roger
126 Andrea Ellison andrea_ellison@biz.com 1 57 4555.42 4236.541,Ryan
127 Carissa Quinnell carissa_quinnell@biz.com 1 57 4072.38 3787.313,Ryan
128 Estrella Gates estrella_gates@biz.com 1 57 4278.67 3979.163,Ryan
129 Mike Palmer mike_palmer@biz.com 1 57 3897.80 3624.954,Ryan
130 Carl Saunders carl_saunders@biz.com 1 58 4389.97 4082.672,Kate
131 Michelle Stone michelle_stone@biz.com 1 58 4163.49 3872.046,Kate
132 Aiden Craig aiden_craig@biz.com 1 58 3925.00 3650.250,Kate
133 Natalie Vinton natalie_vinton@biz.com 1 59 4427.63 4117.696,Lynn
134 Matthew Pickard matthew_pickard@biz.com 1 59 2880.84 2679.181,Lynn
135 Sofia Steer sofia_steer@biz.com 1 59 3982.37 3703.604,Lynn
136 Tom Oliver tom_oliver@biz.com 1 59 2927.24 2722.333,Lynn
137 Agnes Chadwick agnes_chadwick@biz.com 1 60 3716.90 3456.717,Benjamin
138 Mavis Turner mavis_turner@biz.com 1 60 3130.21 2911.095,Benjamin
139 Rocco Shields rocco_shields@biz.com 1 60 4687.13 4359.031,Benjamin
140 Caleb Jenkin caleb_jenkin@biz.com 1 60 3552.11 3303.462,Benjamin
141 Roger Stevens roger_stevens@biz.com 1 61 4050.40 3766.872,Domenic
142 Lucas Shea lucas_shea@biz.com 1 61 3744.90 3482.757,Domenic
